,0
0,4.3575480666666655
1,4.863276533333334
2,4.56016
3,4.553706066666667
4,3.4508313999999998
5,4.527561199999999
6,3.713772533333333
7,3.5666638666666666
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,3.854412933333334
17,4.2132616
18,4.338628133333333
19,2.895161866666667
20,3.9321941999999996
21,3.816211333333334
22,2.443455733333334
23,2.8931637333333335
