,0
0,11.941138066666666
1,10.154793866666665
2,9.592637999999999
3,7.9922124
4,7.658644333333332
5,11.012366866666667
6,9.314832933333333
7,7.572081333333334
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,8.241070133333332
17,7.4958828
18,8.528512799999998
19,8.926376133333331
20,8.1657896
21,6.846679866666666
22,7.355320266666667
23,6.3357848
