,0
0,4.236092533333333
1,5.580845533333332
2,3.481999266666667
3,3.4738461999999997
4,2.0895933333333327
5,3.7212728000000004
6,2.8326061333333334
7,2.891452866666667
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,4.209205266666667
17,4.4014384
18,4.1321262
19,2.3912332000000003
20,3.0649726666666663
21,3.4175794666666666
22,3.089365866666667
23,2.3969264666666663
