,0
0,4.4246408
1,4.264244733333333
2,3.8948924666666658
3,3.3823735333333333
4,4.759698666666668
5,3.9613263333333335
6,3.6270656666666667
7,2.411813266666667
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,3.9123803999999986
17,4.346932
18,3.5279797333333334
19,2.2998266666666667
20,3.0514334
21,2.3661934666666666
22,2.739199066666667
23,2.529146666666667
