,0
0,4.234297466666667
1,2.661054733333334
2,2.3245305333333333
3,2.513366666666667
4,2.6073768
5,1.8382030000000003
6,2.1459585333333338
7,2.0437462666666666
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,3.5034846666666666
17,1.8123772
18,1.9623307333333335
19,1.6973523333333331
20,1.9132484666666663
21,2.133928
22,1.9235805333333336
23,1.6368439333333338
