,0
0,4.6632134
1,4.085672533333334
2,2.8257544
3,4.9469304
4,3.9427002
5,3.387514466666666
6,2.6333864666666664
7,2.4430795333333326
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,4.138429866666667
17,2.6159140666666665
18,2.5519664
19,2.313274333333333
20,1.8653399333333331
21,1.909760066666667
22,1.9756866666666668
23,1.9511533333333333
