,0
0,5.3821052666666676
1,3.7817073999999993
2,3.180291466666666
3,2.5489415333333336
4,2.7857212000000002
5,2.317521866666667
6,2.680755266666667
7,3.251699066666667
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,2.7630946666666665
17,2.844128066666667
18,2.9671337333333336
19,2.6109078666666665
20,2.3276950666666663
21,2.318801933333333
22,2.4414348000000006
23,2.4859354000000002
