,0
0,6.273285133333333
1,4.300160533333334
2,3.438681333333333
3,2.7390862
4,3.6776612
5,2.973861733333334
6,2.9184394
7,2.5890662
8,3.830125666666667
9,3.039018866666667
10,2.689052933333334
11,2.6047860666666667
12,2.811772933333333
13,2.1637594666666664
14,3.3637740666666667
15,2.5038527999999998
16,3.3379420666666655
17,2.7669790666666665
18,2.379373
19,2.7547721999999992
20,2.7989398666666667
21,2.733026266666667
22,2.8333465333333336
23,2.4233394
